PONumber,Quantity,Dollars,Freight,total_item_quantity,total_item_dollars,avg_receiving_delay
9182,47,535.8,2.79,47,535.8000000000001,7.5
12041,124,3742.99,17.97,124,3742.9900000000002,10.083333333333334
9479,18,143.28,0.73,18,143.28,8.5
11637,955,11394.32,52.41,955,11394.32,9.652173913043478
8514,22,499.84,2.45,22,499.84,10.75
10983,168,3758.16,19.92,168,3758.1600000000003,5.7727272727272725
12279,3899,37918.93,197.18,3899,37918.93,8.235294117647058
9777,72,649.68,3.44,72,649.6800000000001,8.0
13308,48,422.64,1.99,94,829.16,5.75
12907,647,13962.26,64.23,130,2057.14,5.111111111111111
10698,565,4683.5,25.29,565,4683.5,5.913793103448276
13424,170,2170.24,9.98,163,4615.45,6.2592592592592595
11159,2382,17576.07,80.85,2382,17576.07,8.148936170212766
12418,21655,175433.45,806.99,914,23491.68,10.017699115044248
9429,2706,26133.13,128.05,2706,26133.13,9.937106918238994
8830,30193,322094.29,1481.63,30193,322094.29,9.081916537867079
12392,2906,21362.89,100.41,7267,47467.57,4.885304659498208
13082,110,1733.0,7.8,35,568.49,7.0
9006,134,1294.49,5.95,134,1294.49,4.5
9308,6,45.04,0.23,6,45.04,7.0
9113,12843,145436.94,741.73,12843,145436.94,9.98937040065413
9498,165,1328.27,6.11,165,1328.27,5.357142857142857
8662,5277,34440.23,182.53,5277,34440.23,6.88671875
9301,2910,18325.33,89.79,2910,18325.329999999998,5.0476190476190474
9217,130,1829.1,8.23,130,1829.1,10.235294117647058
13491,1011,7405.78,34.07,188,2971.08,8.18
11509,24,261.12,1.28,24,261.12,4.0
10366,153,1341.13,7.24,153,1341.13,7.090909090909091
12550,165,795.54,4.3,12,81.6,8.0
8163,382,7515.38,348.07,382,7515.38,9.642857142857142
11702,690,5535.26,25.46,690,5535.26,6.08641975308642
10066,93,1015.22,4.97,93,1015.22,6.75
11228,128,2031.82,10.97,128,2031.82,10.423076923076923
13614,5848,43142.02,215.71,35731,368620.38,6.958844765342961
12811,907,9006.22,49.53,3258,26925.3,5.121212121212121
10952,24,353.28,1.91,24,353.28,9.5
11354,152,1088.32,5.88,152,1088.3200000000002,9.461538461538462
9193,25,484.25,2.28,25,484.25,7.5
12321,172,1685.98,7.59,101,1590.23,9.818181818181818
12618,122740,1468470.64,7048.66,6,214.26,8.0
11939,1589,24611.46,132.9,1589,24611.46,10.099009900990099
12847,25613,190332.69,951.66,105,2693.92,9.117647058823529
10814,12,152.88,0.78,12,152.88,3.0
13000,328,3730.55,16.79,235,1994.57,7.894736842105263
9104,31903,281229.61,1490.52,31903,281229.61,5.200418410041841
9177,28,398.83,2.03,28,398.83,7.714285714285714
8285,17051,101701.15,518.68,17051,101701.15,6.043712898003238
11410,12,124.8,0.6,12,124.8,6.0
10124,171,913.77,4.84,171,913.77,9.866666666666667
10383,23832,183148.33,934.06,23832,183148.33,7.160723009281876
12579,112498,1160505.37,6150.68,3391,80144.5,7.288537549407114
13550,114,1635.9,7.53,4957,39892.16,5.304545454545455
10118,31536,204359.35,980.92,31536,204359.35,10.391746411483254
11888,532,5450.03,28.89,532,5450.03,7.116279069767442
9597,1009,8427.69,44.67,1009,8427.69,6.362068965517241
12390,28064,188234.39,903.53,78,1341.78,5.714285714285714
8344,4226,28477.46,142.39,4226,28477.46,8.042606516290727
12150,3298,46638.01,247.18,3298,46638.01,10.284810126582279
10728,35,377.76,1.7,35,377.76,5.25
10038,83,774.15,3.87,83,774.15,8.833333333333334
11837,489,6644.55,33.89,489,6644.55,10.511627906976743
13116,8347,59891.92,317.43,24,353.4,8.0
9547,3197,24284.01,116.56,3197,24284.01,7.861495844875346
10235,3641,31395.25,156.98,3641,31395.25,10.017543859649123
8838,17574,203550.59,956.69,17574,203550.59,7.982742960944596
9286,12,149.88,0.72,12,149.88,7.0
13422,166,2580.06,12.9,300,3256.5499999999997,6.384615384615385
11661,143,1598.17,7.99,143,1598.17,9.647058823529411
9863,166,1385.4,6.93,166,1385.3999999999999,7.933333333333334
10816,2521,18773.3,99.5,2521,18773.3,4.655737704918033
13226,353,2596.33,13.5,116491,1319062.86,4.773581463236636
9119,20549,147984.0,665.93,20549,147984.0,10.047328244274809
12726,14,90.64,0.49,289,3667.76,10.307692307692308
10352,3741,38355.62,207.12,3741,38355.62,9.105095541401274
13583,63902,663709.26,3650.4,541,6789.1,9.048780487804878
8472,4301,33870.43,182.9,4301,33870.43,6.046121593291405
10783,12,110.88,0.6,12,110.88,8.0
10339,11805,100853.98,514.36,11805,100853.98,9.979166666666666
11294,60,420.48,2.23,60,420.48,7.0
10683,8608,63520.25,292.19,8608,63520.25,7.058981233243967
9601,222,2427.54,11.17,222,2427.54,4.625
9153,3814,29404.46,155.84,3814,29404.46,8.142156862745098
10302,281,3385.74,17.94,281,3385.74,6.285714285714286
12766,31929,461855.78,2355.46,55,324.22,8.0
9913,14208,86137.91,396.23,14208,86137.91,5.184
11849,7200,113471.27,601.4,7200,113471.27,10.083050847457628
13059,212,2278.36,10.25,25076,205077.61,9.421520675855936
11378,19885,241458.92,1134.86,19885,241458.92,8.206938527084601
10647,6,84.3,0.45,6,84.3,11.0
12060,73,949.87,4.27,73,949.87,8.571428571428571
12160,8558,58212.05,314.35,8558,58212.05,10.103340292275574
12274,12,69.6,0.33,12,69.6,8.0
9642,24,147.84,0.8,24,147.84,10.0
10056,229,3784.41,18.92,229,3784.4100000000003,7.884615384615385
8508,27,600.88,2.82,27,600.88,12.0
11083,72,422.88,2.03,72,422.88,8.8
11418,335,3886.54,20.21,335,3886.54,5.387096774193548
13566,191,3002.44,15.31,210,4659.54,10.166666666666666
11282,1817,24350.69,116.88,1817,24350.69,7.254658385093168
8451,145,840.04,4.2,145,840.04,7.571428571428571
10320,13677,93041.57,427.99,13677,93041.56999999999,5.316221765913758
9306,144,1541.4,8.17,144,1541.3999999999999,4.7
12521,296,3961.72,17.83,6586,51866.88,10.0
10300,3313,38953.29,183.08,3313,38953.29,6.024734982332156
9934,96,772.08,4.01,96,772.08,8.625
9144,143,1020.25,5.31,143,1020.25,10.222222222222221
10553,231,5814.47,26.17,231,5814.47,8.133333333333333
8110,8086,56493.23,1300.92,8086,56493.229999999996,12.695271453590193
10139,645,4486.65,24.68,645,4486.65,9.063492063492063
9744,2810,39590.28,193.99,2810,39590.28,7.745454545454545
12584,29423,489553.08,2251.94,10850,113416.88,6.067175572519084
12042,24,285.96,1.29,24,285.96000000000004,11.0
10862,12,104.64,0.52,12,104.64,7.0
11526,51256,345173.73,1622.32,51256,345173.73,10.131484334874166
12636,76,1672.72,8.7,279,4202.19,9.08695652173913
10624,180,2502.63,12.51,180,2502.63,5.037037037037037
10430,24,528.0,2.75,24,528.0,10.0
8564,13,213.33,1.15,13,213.32999999999998,9.0
9126,13,270.75,1.27,13,270.75,10.0
8190,3532,21330.38,580.64,3532,21330.38,8.634551495016611
9550,12,164.28,0.79,12,164.28,7.0
11365,3308,26925.77,142.71,3308,26925.77,8.35
8401,12254,80656.07,411.35,12254,80656.07,5.090187180941577
10542,86,1115.91,5.24,86,1115.91,10.25
8565,11430,71158.98,348.68,11430,71158.98,7.738095238095238
8361,433,11724.18,64.48,433,11724.18,6.903225806451613
10730,71,1562.44,7.97,71,1562.44,5.833333333333333
11165,10116,77389.32,363.73,10116,77389.31999999999,8.002257336343115
11093,24,251.28,1.33,24,251.28,7.0
10727,30717,173476.9,815.34,30717,173476.9,5.050253807106599
9466,145,1912.37,9.56,145,1912.37,8.26086956521739
8348,3519,64917.6,324.59,3519,64917.6,7.9963235294117645
12580,71,636.36,3.31,154,2084.0,7.0
8706,1397,21656.33,103.95,1397,21656.329999999998,10.045714285714286
12943,114,1106.52,5.31,36,238.56,12.0
10399,11139,80735.78,371.38,11139,80735.78,6.158536585365853
12674,1,14.05,0.07,72,710.4,7.0
10404,2962,26376.34,139.79,2962,26376.34,6.149038461538462
8735,6554,58128.38,319.71,6554,58128.38,9.052224371373308
13638,92,740.6,3.63,18,402.84000000000003,4.5
10341,60,467.28,2.52,60,467.28,10.2
13371,202,4424.22,23.45,168,4198.32,11.0
11970,41,638.4,3.51,41,638.4,10.5
12625,320,4512.92,24.82,12,124.56,8.0
11213,794,7135.19,34.96,794,7135.19,4.722222222222222
11118,9082,51622.89,283.93,9082,51622.89,5.265217391304348
13312,98,1819.27,9.64,6879,74386.98,6.211428571428572
8873,11,213.07,1.15,11,213.07,8.0
10703,1145,10469.53,48.16,1145,10469.53,5.851851851851852
12190,29,248.49,1.14,29,248.49,8.333333333333334
12446,363,3024.23,16.63,2303,26747.69,9.004950495049505
12229,281,1719.72,8.08,281,1719.72,6.0
12057,6,214.26,1.11,6,214.26,10.0
12693,92,1269.66,6.22,48,858.7199999999999,6.8
13521,698,9171.93,45.86,158,1079.82,7.764705882352941
8792,12,141.9,0.67,12,141.9,6.0
13606,1267,10809.06,48.64,1114,10993.64,7.733333333333333
11498,599,8237.12,38.71,599,8237.12,6.336448598130841
13461,6662,41744.16,187.85,6662,41744.16,10.058156028368794
11010,143,1123.73,5.39,143,1123.73,5.583333333333333
10233,6282,144517.47,722.59,6282,144517.47,10.231454005934719
11417,10980,78944.21,386.83,10980,78944.21,5.055276381909548
10011,548,5547.6,26.63,548,5547.599999999999,5.2727272727272725
8675,82,1748.24,9.27,82,1748.24,6.0
9798,52,498.85,2.39,52,498.85,6.2
10382,84,976.56,5.08,84,976.5600000000001,7.833333333333333
12213,1454,7426.08,33.42,1454,7426.08,7.455284552845528
10427,10219,94879.7,455.42,10219,94879.7,9.928571428571429
8888,6688,40254.85,201.27,6688,40254.85,6.11402157164869
8658,48,423.36,2.2,48,423.36,7.5
8683,84,651.48,3.06,84,651.48,7.0
11598,17170,160131.1,768.63,17170,160131.1,7.076726342710997
11031,104,805.7,4.11,104,805.7,9.777777777777779
12567,10043,69981.33,384.9,7915,153689.12,8.227436823104693
10513,72,405.12,2.19,72,405.12,6.166666666666667
10412,62,1008.74,4.74,62,1008.74,6.125
12300,12,48.72,0.26,12,48.72,8.0
8856,58,348.41,1.57,58,348.41,8.0
12507,618,3671.0,19.09,130,1068.51,5.7272727272727275
11734,202,1735.56,8.5,202,1735.56,9.705882352941176
9620,23,226.87,1.25,23,226.87,8.5
9966,10195,92675.15,472.64,10195,92675.15,8.144444444444444
8730,279,2213.88,11.07,279,2213.88,9.473684210526315
11606,33725,418579.14,1967.32,33725,418579.14,6.124874118831823
11852,11291,83699.71,376.65,11291,83699.71,9.071489361702127
8454,6,136.32,0.68,6,136.32,10.0
12950,51285,443523.01,2395.02,5348,108579.09,9.99214145383104
11783,38402,606302.79,2788.99,38402,606302.79,8.112257531985142
8214,72,607.68,3.34,72,607.6800000000001,8.666666666666666
13360,4671,55008.7,280.54,24,188.16,9.0
13384,7246,78752.29,393.76,170,2170.2400000000002,8.227272727272727
10393,17,380.97,1.87,17,380.97,5.333333333333333
12314,956,25432.72,132.25,21,349.86,11.5
9720,12,109.8,0.6,12,109.8,9.0
10996,129,919.88,4.88,129,919.88,6.857142857142857
13525,354,5643.81,31.04,114,1635.9,8.0
9053,24,230.48,1.18,24,230.48,8.0
13069,141,1183.27,6.27,35,289.45,9.0
10549,709,10396.97,54.06,709,10396.97,10.711864406779661
13291,60,363.72,1.93,149,2150.26,7.0
12325,12,120.72,0.62,7164,53462.34,10.131182795698924
11966,109,1725.46,7.94,109,1725.46,9.083333333333334
8468,65,491.2,2.31,65,491.2,7.0
12699,1736,13057.79,62.68,71,553.09,6.166666666666667
10613,128,2082.56,9.58,128,2082.56,5.294117647058823
13245,27271,219723.81,1032.7,7987,56588.39,10.122257053291536
12785,9383,69321.58,346.61,84,622.08,8.142857142857142
10321,5916,82072.03,451.4,5916,82072.03,5.093959731543624
12533,48,1090.8,5.45,5245,68705.12,10.106481481481481
10636,50,735.0,3.38,50,735.0,9.9
10157,126,1772.82,9.22,126,1772.82,8.428571428571429
12914,64,1418.68,7.09,770,14956.3,5.032786885245901
8854,60,420.48,2.06,60,420.48,7.0
9411,25,473.25,2.32,25,473.25,4.75
13233,250,2091.18,10.46,72,722.16,3.6666666666666665
13356,1194,13594.67,69.33,4309,36660.13,9.161971830985916
10638,3397,32205.2,161.03,3397,32205.2,9.99421965317919
13164,8733,61986.56,322.33,376,3939.47,7.368421052631579
9600,12,123.84,0.58,12,123.84,4.0
9361,135,1177.37,5.77,135,1177.37,7.214285714285714
11405,117,1148.73,6.09,117,1148.73,7.090909090909091
8556,112,1001.84,5.51,112,1001.84,8.636363636363637
9794,4882,44145.21,216.31,4882,44145.21,6.242268041237113
8453,5585,32420.84,152.38,5585,32420.84,8.152475247524752
12673,120,1342.56,6.85,1809,26458.82,7.120930232558139
8331,28412,291914.17,1517.95,28412,291914.17,9.04498106060606
13402,35880,240222.42,1321.22,11999,81138.42,7.206086956521739
8244,1537,9289.57,45.52,1537,9289.57,7.902654867256637
13575,18,568.02,2.61,3035,28940.62,8.954081632653061
11134,218,1104.06,5.19,218,1104.06,10.0
13519,4213,36344.7,167.19,71,1520.8200000000002,9.0
8591,765,42239.46,219.65,765,42239.46,5.796992481203008
10144,7075,42505.33,229.53,7075,42505.33,9.544364508393285
8136,1118,20144.32,617.13,1118,20144.32,11.580357142857142
8971,100,1218.7,6.22,100,1218.7,6.5
9138,151,2172.1,11.08,151,2172.1,9.333333333333334
11380,155,2521.85,12.1,155,2521.85,7.458333333333333
12058,12,52.08,0.24,12,52.08,9.0
11474,16590,99048.18,495.24,16590,99048.18000000001,8.146784715750233
11062,35,747.63,4.11,35,747.63,8.333333333333334
12066,50,608.46,2.92,50,608.4599999999999,8.8
10765,5,47.6,0.24,5,47.6,8.0
13040,207,3093.93,13.92,25424,374567.09,10.545550289626119
8990,852,6842.8,36.95,852,6842.8,5.957746478873239
12195,126,1483.64,7.86,126,1483.64,7.75
8203,6002,59168.69,1683.03,6002,59168.69,7.6447761194029855
11064,12,227.16,1.16,12,227.16,9.0
10364,2465,14347.42,64.56,2465,14347.42,7.699029126213592
13238,26278,290684.67,1308.08,26278,290684.67,10.074761101742553
13145,439,4887.29,22.97,222,2410.56,9.38888888888889
13153,36,690.36,3.18,11878,253288.09,8.581132075471698
8819,777,1866.66,8.96,777,1866.66,9.61111111111111
11643,376,5319.1,25.0,376,5319.099999999999,10.60655737704918
11720,6013,140933.91,718.76,6013,140933.91,5.037037037037037
10338,2730,32500.96,152.75,2730,32500.960000000003,9.943037974683545
11319,95,1287.15,6.18,95,1287.15,4.6923076923076925
11896,1306,7992.72,43.96,1306,7992.72,8.6
12791,12,116.76,0.56,18,118.44,7.0
12594,3548,45596.48,241.66,2615,24288.8,6.0497512437810945
12271,920,7231.8,33.27,920,7231.8,8.151898734177216
10250,192,2032.32,9.35,192,2032.32,9.0
8592,4057,25458.26,114.56,4057,25458.26,5.487068965517241
8519,4,54.64,0.27,4,54.64,8.0
13372,4309,36660.13,164.97,375,7221.99,9.0
10419,7689,67813.56,366.19,7689,67813.56,5.446236559139785
8270,678,6129.25,29.42,678,6129.25,5.986486486486487
10772,25931,374181.16,1945.74,25931,374181.16,7.540169133192389
11992,129,1053.15,5.79,129,1053.15,7.909090909090909
13168,1,105.07,0.48,257,6369.11,7.869565217391305
13558,108,965.76,4.35,248,3740.59,9.709090909090909
13420,36,405.72,1.99,897,11398.67,6.676056338028169
10104,322,3353.06,15.09,322,3353.06,4.5588235294117645
9592,36,261.96,1.31,36,261.96,5.666666666666667
13403,11999,81138.42,438.15,102,1290.84,6.888888888888889
12162,1918,15329.33,70.51,1918,15329.33,10.25
11999,306,5049.45,26.76,306,5049.45,6.964285714285714
13386,156,3426.96,18.16,1391,12603.43,8.131736526946108
9653,7553,39358.67,181.05,7553,39358.67,9.25412087912088
12360,5314,118354.46,556.27,871,8036.69,8.033333333333333
9890,5920,47650.67,262.08,5920,47650.67,5.963333333333333
13380,69,555.45,2.78,85,754.37,8.5
12415,12,64.32,0.31,3579,31146.0,10.023850085178875
8268,1020,9399.35,49.82,1020,9399.35,6.558139534883721
9867,833,8183.1,39.28,833,8183.1,7.915492957746479
10452,11569,85954.77,464.16,11569,85954.77,9.012024048096192
10067,544,3502.64,18.56,544,3502.64,7.205128205128205
8841,1290,20060.24,102.31,1290,20060.24,8.118918918918919
10537,553,7231.04,36.16,553,7231.04,9.753623188405797
12412,19280,262711.21,1392.37,152,2415.08,10.24
8633,7672,41217.6,226.7,7672,41217.6,7.92816091954023
13289,12,257.04,1.21,1645,26804.25,7.128888888888889
8511,3060,50681.95,238.21,3060,50681.95,10.36283185840708
12621,279,4202.19,20.17,15823,183306.43,10.105898123324398
13633,24,261.12,1.28,5848,43142.02,5.974499089253188
8218,168,906.36,4.89,168,906.36,9.642857142857142
13139,8207,59582.94,291.96,419,3041.91,9.297297297297296
13389,186,2359.56,11.8,231,2263.43,7.228571428571429
10670,1039,32460.87,172.04,1039,32460.87,7.889705882352941
12087,13,286.52,1.46,13,286.52000000000004,6.5
11817,6,214.26,1.05,6,214.26,3.0
10385,245,2649.54,11.92,245,2649.54,7.7407407407407405
11151,19790,97707.68,498.31,19790,97707.68,8.968481375358166
10275,6,35.7,0.2,6,35.7,8.0
9095,54,1151.28,6.22,54,1151.28,5.8
9526,78,879.48,4.13,78,879.48,10.142857142857142
10065,119,2641.63,12.42,119,2641.63,7.538461538461538
10809,135,594.21,3.15,135,594.21,5.545454545454546
11597,19427,289181.69,1301.32,19427,289181.69,7.107007575757576
8882,4014,28959.03,130.32,4014,28959.03,6.026315789473684
10407,24,150.84,0.69,24,150.84,7.5
10589,2184,28914.02,150.35,2184,28914.02,6.806451612903226
11276,130,1437.92,7.76,130,1437.92,8.5
12968,22,173.58,0.95,426,5157.4,8.774193548387096
9391,12,264.6,1.22,12,264.6,5.0
8634,124,2111.9,9.93,124,2111.9,8.4
12685,9941,217928.69,1002.47,13560,116801.66,7.1244309559939305
11275,42,370.62,1.7,42,370.62,8.0
11547,2423,26134.74,143.74,2423,26134.739999999998,9.285714285714286
12240,12,107.52,0.53,12,107.52,3.0
9646,2009,20789.94,103.95,2009,20789.94,9.29585798816568
11127,36,457.56,2.2,36,457.56000000000006,9.666666666666666
12088,5135,42909.74,210.26,5135,42909.74,7.957142857142857
10310,30,572.4,2.58,30,572.4,6.0
10658,248,2262.69,10.86,248,2262.69,8.227272727272727
11355,215,1601.83,8.01,215,1601.83,9.75
10177,6203,45757.69,233.36,6203,45757.69,7.450819672131147
8884,12,263.88,1.21,12,263.88,7.0
13546,150,1626.48,7.97,157,4250.83,5.0
9618,156,3460.92,19.04,156,3460.92,11.615384615384615
11248,42690,287860.22,1295.37,42690,287860.22,9.129901227177491
8526,224,2405.58,12.99,224,2405.58,10.46875
8274,1,16.41,0.09,1,16.41,8.0
12792,48,1023.36,5.32,44464,300600.23,6.079764453961456
11259,8201,158713.01,730.08,8201,158713.01,9.167979002624673
8950,51,1114.26,5.68,51,1114.26,8.5
9533,17537,219952.32,1055.77,17537,219952.32,9.085549964054637
9515,8,154.96,0.85,8,154.96,7.0
10229,33293,249142.22,1195.88,33293,249142.22,10.141495950452596
12745,24,186.96,0.97,99,1610.73,8.214285714285714
9714,4026,36993.13,192.36,4026,36993.13,5.384823848238482
9773,2384,21486.51,116.03,2384,21486.51,7.22680412371134
9831,244,4106.79,18.48,244,4106.79,10.342105263157896
13642,1114,10993.64,52.77,33025,389511.96,4.851981351981352
13095,1120,14605.37,65.72,707,9321.92,7.637931034482759
8573,2735,21353.35,104.63,2735,21353.35,6.354625550660793
11287,33583,269547.07,1266.87,33583,269547.07,7.197347266881029
10465,12,428.52,2.36,12,428.52,7.0
8941,35,677.95,3.19,35,677.95,10.5
13620,541,6789.1,30.55,48,1028.16,8.0
12497,80,634.9,2.92,7050,44307.29,5.9705014749262535
9463,16690,140517.77,772.85,16690,140517.77,8.300146412884335
11512,4420,9137.04,46.6,4420,9137.039999999999,4.89908256880734
13140,609,7041.81,35.21,144,2524.39,9.583333333333334
10293,47050,295574.83,1507.43,47050,295574.83,6.096432552954292
9081,14363,175289.35,788.8,14363,175289.35,7.155063291139241
8530,1228,9950.29,47.76,1228,9950.29,9.165562913907285
9579,8964,40264.95,209.38,8964,40264.95,7.039076376554174
9176,12,48.6,0.26,12,48.6,6.0
10105,5356,112578.22,540.38,5356,112578.22,4.839243498817967
12862,60,960.36,4.99,12,124.56,9.0
8777,312,2525.53,11.36,312,2525.53,7.2272727272727275
10551,537,4501.71,22.06,537,4501.71,9.035087719298245
8728,4164,28262.94,152.62,4164,28262.94,9.140589569160998
10511,167,1151.56,5.3,167,1151.56,6.444444444444445
10988,221,2768.11,13.01,221,2768.11,6.04
10045,112,1035.37,5.07,112,1035.37,8.583333333333334
11437,8712,63559.14,330.51,8712,63559.14,10.012006861063465
11167,86,1264.2,5.69,86,1264.2,8.0
12130,4187,29462.48,141.42,4187,29462.48,5.287719298245614
12276,1682,12929.83,68.53,1682,12929.83,8.144578313253012
10796,18,343.44,1.58,18,343.44,7.0
12226,593,7476.53,35.89,593,7476.53,6.252427184466019
12177,49,1086.22,5.65,49,1086.22,10.0
13425,185,1336.21,6.41,201,3190.77,5.7272727272727275
11663,3869,40370.73,193.78,3869,40370.73,9.172413793103448
9947,323,2700.04,13.77,323,2700.04,9.5
13109,12,120.72,0.57,88,1562.51,6.9375
8589,6,176.16,0.79,6,176.16000000000003,5.0
10596,60,582.54,2.74,60,582.54,7.25
11993,233,2264.85,12.23,233,2264.85,7.024390243902439
11160,12,99.24,0.48,12,99.24,9.0
11638,440,6477.45,31.74,440,6477.45,10.575
8917,47119,401827.41,1808.22,47119,401827.41,9.98661500528355
8628,7874,78670.16,377.62,7874,78670.16,9.25301204819277
8287,12,124.8,0.66,12,124.8,5.0
13272,5552,107545.97,516.22,24,385.2,9.0
11439,301,2513.16,11.31,301,2513.16,10.461538461538462
10091,114,851.04,4.17,114,851.04,5.583333333333333
11416,68403,540727.77,2541.42,68403,540727.77,5.203812661802777
11626,60,734.28,3.82,60,734.28,5.666666666666667
11230,5185,53897.91,258.71,5185,53897.91,10.103146853146853
12935,61986,624195.48,3245.82,51285,443523.01,10.015346670320636
11719,24842,55029.65,291.66,24842,55029.65,5.367732558139535
12116,151,2403.94,12.74,151,2403.94,6.0
11059,53,794.29,3.65,53,794.29,10.0
10716,12,100.56,0.54,12,100.56,3.0
11708,632,8130.88,38.22,632,8130.88,5.961165048543689
9780,5379,37677.06,177.08,5379,37677.06,7.024608501118569
9143,5312,39056.87,183.57,5312,39056.87,8.936344969199178
11077,193,1494.84,6.73,193,1494.84,8.058823529411764
10028,107,1548.07,7.28,107,1548.07,10.555555555555555
10681,47360,323156.01,1648.1,47360,323156.01,6.994095418044402
12153,171,1954.26,9.97,171,1954.26,10.958333333333334
11564,170,2765.9,12.45,170,2765.9,8.130434782608695
8332,116,1650.38,9.08,116,1650.3799999999999,9.263157894736842
11794,112335,1114978.86,6020.89,112335,1114978.86,7.085289186923721
12306,142,1284.7,6.17,142,1284.7,8.4
9262,2554,25795.42,118.66,2554,25795.420000000002,7.246511627906977
10963,12223,85624.61,385.31,12223,85624.61,8.07942238267148
9985,6611,50969.7,259.95,6611,50969.7,6.045544554455446
12721,7222,43214.11,233.36,24,457.92,5.333333333333333
8281,36,775.08,3.95,36,775.08,5.333333333333333
12308,180,1569.07,8.16,180,1569.07,8.0
13379,6016,14676.05,73.38,30528,246201.54,8.124073351541163
13369,39,831.48,4.49,18148,255134.41,9.237900874635569
12173,164,2402.8,13.22,164,2402.8,9.071428571428571
12282,24,468.48,2.34,24,468.48,8.0
12593,6,57.12,0.31,200,2699.38,6.096774193548387
8370,48,1020.6,5.1,48,1020.6,6.0
10187,21871,271328.78,1410.91,21871,271328.78,6.374627754615843
9986,71,823.49,4.12,71,823.49,6.5
11391,243,3058.09,16.21,243,3058.09,7.5
11060,7350,62816.14,301.52,7350,62816.14,9.365313653136532
11847,24,293.28,1.5,24,293.28,11.5
11085,601,5883.09,31.18,601,5883.09,5.868852459016393
12029,832,8339.78,44.2,832,8339.779999999999,5.107142857142857
9567,36,284.04,1.51,36,284.04,6.666666666666667
8523,421,4873.49,23.39,421,4873.49,9.829787234042554
11527,5693,44092.54,207.23,5693,44092.54,10.214804063860667
9090,6720,48878.76,239.51,6720,48878.76,6.069597069597069
11180,4159,31152.64,161.99,4159,31152.64,7.294797687861272
11318,106,949.62,4.56,106,949.62,5.444444444444445
13200,16,340.48,1.74,5678,77591.26,6.716566866267465
13325,2846,37571.65,199.13,54178,473139.86,5.11568894952251
12881,39712,666112.52,3463.79,125,1985.89,7.75
11330,1785,17881.63,84.04,1785,17881.63,10.169354838709678
11594,405,3316.08,17.91,405,3316.08,7.096774193548387
9574,311,4572.82,21.49,311,4572.820000000001,6.767441860465116
8760,16,352.8,1.87,16,352.8,6.666666666666667
10844,429,8928.66,42.86,429,8928.66,6.1525423728813555
8158,12,333.6,14.36,12,333.6,9.5
8668,14808,134148.67,670.74,14808,134148.67,7.160690571049137
12962,280,2895.92,14.77,33116,277542.68,9.047083333333333
11683,335,2826.08,12.72,335,2826.08,8.6
13167,160,721.68,3.25,1174,7146.179999999999,7.159574468085107
8386,108,742.68,3.86,108,742.68,5.875
11253,5320,132868.29,677.63,5320,132868.29,9.210106382978724
9459,3978,29144.0,131.15,3978,29144.0,7.9504716981132075
12408,101,1590.23,7.32,281,3293.9700000000003,5.285714285714286
11774,34,290.56,1.42,34,290.56,7.833333333333333
8524,1220,14108.43,70.54,1220,14108.43,11.095238095238095
9607,4667,30868.12,163.6,4667,30868.12,5.169856459330144
8353,2322,30980.69,154.9,2322,30980.69,7.888392857142857
11503,7161,76152.61,411.22,7161,76152.61,6.033398821218075
13178,1174,7146.18,34.3,5955,118197.86,7.737190082644628
9759,14316,172558.04,828.28,14316,172558.04,8.09599395313681
9851,1009,36575.55,197.51,1009,36575.55,7.885714285714286
9317,22,154.18,0.83,22,154.18,10.0
8970,111,1561.77,7.81,111,1561.77,7.3
9923,404,3644.44,20.04,404,3644.44,10.433333333333334
10575,12,257.64,1.24,12,257.64,9.0
11124,60,803.28,3.94,60,803.28,11.0
12295,87,847.95,3.99,87,847.9499999999999,8.4
10188,1550,24129.13,130.3,1550,24129.13,6.415458937198068
13465,12,124.8,0.6,82,1334.14,8.875
8490,6330,41293.25,222.98,6330,41293.25,4.853535353535354
11800,6083,136014.59,625.67,6083,136014.59,6.962686567164179
9719,12,428.52,2.31,12,428.52,9.0
10915,34,384.22,2.04,34,384.22,6.0
11740,448,5598.99,25.2,448,5598.99,10.409090909090908
13269,7840,48997.5,259.69,8,125.92,11.0
8515,34,409.3,1.96,34,409.3,11.8
11595,126,3800.55,20.9,126,3800.5499999999997,7.294117647058823
10904,36,248.88,1.17,36,248.88,6.5
9693,71,828.36,4.31,71,828.36,7.8
12736,225,1864.99,9.32,6874,80546.26,10.05152224824356
13122,35,568.49,2.84,521,4879.53,5.5476190476190474
13296,149,2150.26,10.97,4786,11468.75,7.019230769230769
12852,23769,354155.84,1841.61,8317,63538.24,9.063593004769475
8962,29,618.28,3.34,29,618.28,7.666666666666667
9859,23128,178056.77,943.7,23128,178056.77,8.088297126839523
13129,7155,136691.26,724.46,48,632.16,4.0
13511,158,1079.82,5.51,56235,615408.5,7.156888888888889
10570,156,1709.04,7.86,156,1709.04,8.461538461538462
12486,12,428.52,2.27,368,2974.35,7.3076923076923075
12448,12,103.2,0.47,155,2507.54,8.625
13396,60932,744027.42,4092.15,660,4726.59,7.5
13302,253,3161.99,14.55,224,1131.6,7.1875
8414,12,232.44,1.09,12,232.44,9.0
9342,1838,18861.84,90.54,1838,18861.84,9.109756097560975
13626,90,1563.0,8.6,223,6823.18,5.871794871794871
13118,60,441.48,2.21,3641,26806.09,5.487394957983193
